Location,test_text
雪霸國家公園-汶水遊客中心,雪霸國家公園位居臺灣島中北部的雪山山脈，區內高山林立，風景壯麗。雪山、大霸尖山及聖陵線等崇峻高山及其自然地形景觀，蘊藏重要生物種類及族群，有臺灣獨一無二國寶魚櫻花鉤吻鮭及觀霧山椒魚等保育物種，是一座自然資源極為豐富的國家公園。區內登山步道提供生態旅遊活動，滿足國民遊憩需求，是享受優美景觀與豐富自然資源的最佳場所。區內以武陵、觀霧及雪見三個遊憩區為門戶，提供各項遊憩資訊及解說服務，是探訪園區的最佳起點。
扇平森林生態科學園,扇平位於高雄市茂林區，海拔750公尺，地處中央山脈最南端支陵帶，森林生態體系相當完整，現屬林業試驗所六龜分所管轄，是台灣南部的賞鳥重鎮，有「賞鳥者的天堂」之稱。（鳥種共計134種，其中留鳥部分佔了全臺3分之2） 扇平工作站原有四大工作任務：在扇平可以看到石板屋、竹類原種園、樹木標本園、楠木展示區、苗圃景觀植物展示區、變葉植物展示區、牛樟採穗園、植物園地藤川地區、溪流生態展示區等，另外，還有139種的蝴蝶亦是不可錯過。
十八王公廟,關於十八王公廟的淵源，有一則感人的故事：相傳清代中葉，有十七位唐山商人，乘船渡海來臺，途中不幸罹難，船上忠犬也以身殉主，村人發現後，乃將其與十七主人合建一塚。據聞十八王公嗜菸，故有信徒以香菸祭拜，是廟宇中相當有趣的現象，入夜以後信徒雲集、香火鼎盛，蔚為奇觀。經常在北海岸遊玩的民眾，一定對十八王公廟及石門洞風景區一帶的肉粽店，印象深刻！提起石門肉粽就要提另一個有趣傳說，據說石門區民用粽子祭拜，之後由於靈蹟顯赫，各方信徒絡繹不絕、香火鼎盛，石門肉粽便隨之盛名。粽子是端午節應景的美食，在此地卻經年粽香瀰漫，肉粽從最初的祭品演變至今，成為地方特產小吃，遠近馳名，每年端午節前夕還有排隊訂購的場面。石門肉粽的盛況以端午節前夕最壯觀，主因係便宜、用料實在，以天然的食材製作出爽口、不油膩、香Q美味並注重食品的衛生安全。特有的竹葉香味與肉粽香黑，另有一番風味，是吉祥美味的石門特產。
風櫃斗,信義鄉是梅的故鄉，乃臺灣最大的青梅產區，每年歲末冬初至清明時節梅果成熟時，賞梅與採梅便成了梅鄉最詩情畫意的事。風櫃斗、牛稠坑、烏松崙是知名賞梅景點。造訪梅園能欣賞到依著海拔高低陸續盛開的滿山花海，且遠眺玉山白頭雪景更是美麗無限。風櫃斗梅樹的特色是表皮粗黑，枝幹盤繞，姿態蒼勁挺拔，頗富美感，大部分梅樹為30年左右的老樹，其中自強國小附近的老梅王，樹齡高達70歲，老而彌堅，生機盎然。 賞梅季節，信義鄉農會利用信義鄉之自然資源，豐富農特產品及原住民的文化特色，辦理踏雪尋梅系列活動，玉山高海拔冬季優良茶競賽及信義鄉優質葡萄競賽頒獎展售，是尋幽探訪最佳時機，得獎的農友利用農會提供之攤位，將得獎的比賽茶、優質葡萄就地展售，由於產品優良且稀少，因此常於展售會搶購一空，所以頒獎與展售會當日是品嘗玉山高海拔優良茶及優質葡萄最好且最為集中的一日，遊客可把握時機前往。
十七公里海岸風景區,"新竹市的海岸線北起南寮里，南至南港，長約十七公里，遊憩景點包括南寮休閒碼頭、看海公園、海天一線觀景區、港南運河、紅樹林公園、風情海岸、海山漁港觀海台、南港賞鳥區、旅遊服務中心等景點，提供多元化、多面向的美食、美景、遊憩、運動及文化巡禮等休閒功能，成為全臺灣知名的觀光休閒基地。港南濱海風景區
港南運河自北向南穿越港南濱海風景區，東側緊鄰風景區內各設施；西側與觀光帶自行車道相鄰。另有四座中國式拱橋跨越，為河道風貌增添幾許幽雅的情趣。運河夜景的改造亦使該處票選列入了新竹市「夜八景」之一。港南運河風景區原為海水浴場，現轉型為新竹市濱海重要風景區。區內有觀景區、遊憩區、烤肉區，為多元化的綜合遊樂區，目前不但是新竹市沿海17公里觀光帶重要景點外，更是西部濱海公路遊憩系統的重要休息站之一。"
草嶺風景區,草嶺的舊名番坪坑，位於雲林縣古坑鄉的東邊山區，居阿里山、溪頭與瑞里等風景區之中樞，地形略呈盆地狀，溪流綿延其間，呈現各具風格的天然景色。1941年的大地震，將草嶺本庄西北的崛沓山切成兩半，一刀間造成了許多奇特地形、岩石與溪谷等景觀。其中峭壁雄風，遊客需利用自岩頂垂下的繩索與安全網，地形險峭。斷崖春秋與斷魂谷同為當年大地震時所造成的景觀。斷崖春秋斷面有如刀切，直削而下約1公里長的縱切面；斷魂谷為一峽谷，位於斷崖春秋下端兩百公尺處，兩邊峭壁陡立，北端岩壁上則有三條瀑布自谷頂流入谷底。此外，蓬萊瀑布為草嶺主要水源，青蛙石與蜂巢岩均為受山泉侵蝕的奇石，而連珠池原是塊面積約兩公頃的大岩板，經雨水長年沖蝕而成一個個相連、宛如念珠的小潭穴。草嶺在農產方面，最多的是筍干，再來是桂竹、麻竹、孟宗竹等。木材則以福杉和柳杉較多；另外，草嶺的愛玉子聞名全臺；苦茶油是開脾、治胃病及婦人產期替代麻油的珍品。雖然是山區，梯田亦有水產，例如田螺、鱔魚、泥鰍等三寶；而清水溪裡的淡水魚蝦，更是登山遊客最喜愛的佳餚。
綠水合流步道,綠水合流步道長度為1.97公里，單程步行約1小時。位於太魯閣國家公園綠水管理站附近的綠水合流步道，原為合歡越嶺古道的其中一段，後來整建為太魯閣國家公園內第一條的自導式解說步道，亦為最迷你的步道。為眺望中橫公路、綠水臺地與立霧溪谷的好據點。步道上設出入口，在綠水管理站右側，距太魯閣口17公里處，入口設有大型解說牌。下段出入口則在新建的合流露營區附近，步道的精華區大約就在中橫公路172公里處的上方。步道剛開始的時候，是走在森林小徑上，林木茂盛，不久走過橫跨溪澗的小吊橋，橫繞山腰的路徑已經可以感覺到合歡古道典型的路況。大約20分鐘後，步道穿過一座小隧道，來到山稜尾端的峭壁上，路基就開鑿在峭壁上，臨崖而立，可以俯瞰中橫公路就在腳下的隧道間穿進穿出。前往綠水合流步道，可以乘客運車至綠水，或是將自用車停在綠水停車場，從管理站旁起步。綠水是個河階臺地，自古就有泰雅族原住民在此定居，現在綠水地質景觀展示館提供太魯閣地質巡禮；而合流露營區可供遊客搭帳使用。
青山宮,在西元1854年建立，供奉的是靈安尊王，又稱為青山王。相傳惠安漁民把靈安尊王從大陸請來時，當神像經過舊街（今西園路），突然抬不動。經過擲筊問神後，才知道靈安尊王要住在當地，所以信徒就在舊街建廟。剛好那時候流行瘟疫，不過只要向靈安尊王祈求，就能平安健康，因此信徒愈來愈多，並共同籌款蓋新廟，也就是現在青山宮。青山宮裡還有謝必安、范無救兩位將軍神像，據說在當時，到了晚上，就可聽見兩位將軍拿的鐵鍊在廟裡和路上響起，或看見他們在路上巡邏，所以附近很少小偷。農曆10月22日是青山王祭典。當天境內各廟宇也都出來一起慶賀，非常熱鬧，是艋舺最具特色的節慶大拜拜。全臺聞名的「青草巷」位於西昌街224巷，因蔥綠的藥草而聞名，此巷道內聚集多家藥草店，各式中藥青草材料琳瑯滿目，若要保健養生，可別錯過這歷史悠久的專業街道。
麗寶樂園,亞洲首創第一座水陸雙園區的麗寶樂園，擁有充滿南洋情調的水上樂園─馬拉灣，其廣闊靚藍的人造海灘與真實刺激的驚濤海嘯，每年皆深深吸引大批遊客前往朝聖；而另一個充滿神奇童話色彩的陸上城堡─探索樂園，更佈滿華麗奇特的夢幻造景以及斥資數億打造的人氣遊樂設施，是閤家同遊的最佳聚點！麗寶樂園自成立以來，一直秉持提供給蒞臨麗寶樂園的遊客「七星級」的遊樂體驗，讓您不必出國，即能享受全亞洲最優質休憩旅遊！
原生植物園,您知道嗎？在高雄的某一處有著大自然生態的縮影，在繁忙的城市中就可欣賞到自然的原生植物，兼具著教育與休憩功能，讓高雄市原生植物園成為地方級與都會級的植物園。在本園最大的特色是整個園區幾乎以生態工法來建立，軟式舖面、石頭疊砌、水循環系統，讓園區以最接近大自然的方式來營造，並將生態與休閒的功能相互結合，加上高高低低的溪流、花式噴水、曲橋、沙灘等，更讓園區景觀增添不同的風味。園區所在位置於高雄市左營區縱貫鐵路旁，總面積約為4.66公頃，將園內大致分為紅樹林區、水生植物區、南部低海拔植物區、珊瑚礁區、海岸林區，更具有教育解說中心、植物演化解說廣場，讓民眾可以更加的親近大自然與了解大自然生態。 
學海書院,學海書院本名文海書院，現在變成了高家祠堂，宗祠為中國傳統家族聚會商議之所，中國家族觀念迄今仍然極為濃厚，其中宗祠扮演相當重要的地位。前廳即昔日的講堂，後廳為祭祀廳，左右廂房則為學舍，書院教育是中國傳統教育中重要的一環，亦是今日學校教育的前身，兼具有教學、祭祀、居住之功能，學生和老師都住在書院內，講授內容以人格之養成為重，而非只是專門知識的講授，和現代精細分科的教育，大異其趣。學海書院是因為日本時代日本人把沒有人要、沒有人認領的地方歸為己有，並把這些地方拍賣掉，當時高家的人看那裡風水很好，覺得被隨便賣掉或者被拆掉很可惜，所以就買了下來，用來做祠堂。祠堂前有一對旗竿，旗竿上有一個斗，舉人才會有旗竿還加一個斗，狀元就會有兩個斗。祠堂的屋脊是彎彎的燕尾形，從前只有舉人才可以蓋燕尾形屋脊，因為燕南飛代表吉祥，這種屋脊是南方式的，北方式的屋脊是平平的沒有彎，紫禁城就是北方式的屋脊。屋脊上面的裝飾是從彩色的碗剪下的碗上彩玫花樣，再一片一片拼成的各式人物形狀，非常漂亮。它的屋頂是用銅瓦，銅瓦是半圓桶形的，從前只有官邸或者是廟宇才能用這種銅瓦。從前有一個觀念是天圓地方，所以門檻是方形的，門的上方是圓形的，大廳的柱子是圓的，其他地方的柱子是方的。
嘉義樹木園,佔地約8.6公頃的樹木園隸屬於農委會林業試驗所，為熱帶經濟樹種之栽植試驗地，兼以母樹園之形態經營，栽植之樹木多屬人文特色的植物，如著名的桃花心木、肯氏南洋杉、黑板樹、巴西橡膠樹…等。園區內群樹挺拔林立，自然樸實中充分呈現林場的幽靜氣息，小徑蜿蜒，林蔭蒼鬱，古樸的「林場風清」嘉義八景之一的石碑，訴說本園享有的美譽。
砂卡礑步道,砂卡礑步道長度為 4.4公里，單程步行約二小時。夏季最受歡迎的親水路線當屬砂卡礑步道了，砂卡礑是立霧溪第一條支流砂卡礑溪中下游溪谷的總稱，步道全程都是沿著砂卡礑溪左岸的溪畔行走，由於大部分是沿用早年臺灣電力公司在興建發電廠輸水管與攔砂壩時闢建的施工道路，因此平坦易行。 步行砂卡礑步道，除了欣賞沿途美麗的大理石峽谷與清澈迷人的溪潭外，步道前半段大都是開鑿在峭壁下的明隧道，也很有特色。途中共有檢查哨舊址、攔砂壩與三間屋等據點。其中，檢查哨舊址原有五間原住民住家，又稱五間屋，但是目前與三間屋一樣都已成了廢墟。 前往砂卡礑步道，原本都是從太魯閣峽谷口的收費站旁小徑走下立霧溪，涉水過溪後，從砂卡礑溪與立霧溪合流接上步道山徑。自從中橫公路改建工程在砂卡礑溪溪口建隧道與新橋後，現在前往砂卡礑可直接從谷口橫過砂卡礑溪接步道。
雲嘉南濱海國家風景區,交通部觀光局轄屬的第12個國家風景區─「雲嘉南濱海國家風景區」管理處於民國92年（西元2003）12月24日掛牌成立。管理處之處址設於臺南市北門區，原臺鹽公司北門鹽場的辦公處所。雲嘉南濱海國家風景區之觀光資源特色為：廣闊之沙洲、濕地、潟湖等綠地海岸景觀及其孕育的豐富生態資源，數千公頃之鹽田及養殖漁塭；為數眾多的廟宇及宗教文化及台江內海地區的開臺歷史遺址，而最受矚目的則是黑面琵鷺棲地保護區每年引來數百隻黑面琵鷺。重要景點有外傘頂洲、湖口溼地、東石漁港、北門鹽場、七股潟湖、七股鹽山、曾文溪口黑面琵鷺保護區、鹿耳門天后宮、四草大眾廟、砲臺及溼地等。
草悟道,草悟道乃指國立自然科學博物館至國立臺灣美術館間的都市綠帶，沿途綠樹如蔭、碧草如茵，為市民喜愛的都會休閒好去處。林蔭之間，羅列一排排休閒長椅，不論是情侶約會漫步、親子共樂同遊，都非常悠閒愜意。白天擁有綠意盎然的景緻，到了入夜時分，隨著店家五彩霓虹燈光的轉換變化，則流露出另一種迷人的時尚氛圍。
貓囒山步道,"貓囒山緊依日月潭畔，步道入口處位於國光客運日月潭站斜對面、明潭國中旁，可通往茶業改良場魚池分場及中央氣象局日月潭氣象站，全長約4.6公里。沿途環境清幽、視野展望極佳，可欣賞滿山遍谷的阿薩姆紅茶園、臺灣杉林及日月潭全景。登頂並可遠眺九份二山及集集大山，是日月潭觀賞日出的最佳景點。行走此步道需要一點腳力，但因分成兩段，可依個人腳力與興致決定走半程或全程，沿線風光明媚。步道第一段是從登山口至半山腰的農委會茶葉改良場魚池分場，距離約3.3公里，高度約從海 750公尺至850公尺。沿途可欣賞日月潭特有的阿薩姆紅茶種稙區茶園風光，如果清晨上山，還可在茶改場廣場上欣賞壯麗日出景色。茶改場是日治時代留下來的建築，東洋味濃厚，博物館內展示阿薩姆紅茶發展史，可自由參觀。第二段是從茶改場至中央氣象局日月潭氣象站，距離約1.3公里，高度從850公尺至1,005公尺。沿路遍植臺灣杉樹，林相獨特，步道終點站為日月潭氣象站，是中央氣象局為收集全臺不同海拔高度的氣象資料，在全臺設立的四座氣象站之一，屬海拔第二高度測候所。其餘三站分別為陽明山竹子湖（850公尺）、阿里山（2,400公尺）與玉山（3,800公尺）。"
臺北信義-聚焦國際的時尚之城,信義區，一座全臺灣最與眾不同的觀光城區，是用信義計畫夢想藍圖打造的城區，也是全臺代表時尚潮流、夢想創造、充滿活力的時尚之城。擁有便捷的城際轉運站、雲集全臺最多國際品牌的精品百貨、全臺最大的誠品書店、最具國際知名度的臺北101大樓、眷村再造的四四南村、文創旗艦的松山文創園區、以及國際知名的米其林星級餐廳，更有國際級大師打造的迷人建築景觀及裝置藝術品，和全臺最HIGH的跨年晚會，都讓信義區發散出最璀璨的星光魅力。聚集全臺最完善與時尚的逛街購物、娛樂、品嚐美食、藝文表演及國際會展環境。》下載明信片
玻璃工藝博物館,玻工館的成立，旨在結合文化與觀光資源，協助新竹玻璃產業升級，讓民眾及業者參與並瞭解新竹玻璃產業的開發與應用。館內除了陳設玻璃作品外，還積極推動工房教學，讓民眾在視覺的欣賞外，還能進一步觸摸與創作，以貼近玻璃創作所帶來的另一種震撼。
高雄燈塔（旗后燈塔）,民國前29年（西元1883年）設置的高雄燈塔，俗稱「旗后燈塔」，位於高雄市旗津區旗后山頂，其塔身則為台灣地區唯一的白色八角形磚造燈塔，頂部呈現圓筒形，可由燈塔陽台眺望高雄市全景。高雄港是台灣南部的主要門戶，因此興建高雄燈塔自有助於確保商船往返貿易的安全。已有一百多年歷史的高雄燈塔，不僅見證了高雄港篳路藍縷的開發過程，於二次大戰時雖曾遭受機槍掃射，惟並無損害，始終發光不輟。
成功漁港,成功鎮是東部海岸線上最大的市鎮，附近海域因黑潮經過，帶來豐沛的魚量，使漁業蓬勃發展，也使成功漁港成為東部海岸最大的漁港。而每年10月東北季風吹起，正是旗魚的盛產季節，漁民鏢旗魚的獨到技藝，讓旗魚肉質保留了鮮Q的口感，至今仍受日本饕客的青睞，時令當下到此一遊，可飽啖美味的旗魚大餐。近來成功漁港配合海洋觀光發展，也開啟了賞鯨之旅。鎮上還有一處景致宜人的濱海公園，在品嚐過經濟實惠的海鮮料理之後，可來此散步，眺望綠島、三仙台與海岸山脈等知名美景。
西螺大橋,"西螺大橋位於濁水溪下游，橫跨雲林西螺及彰化溪州，這座受美援資助的大橋，長1,939.03公尺，寬7.32公尺，採華倫氏穿式橋樑，鋼鐵作架，水泥橋墩，衍樑31孔，橋墩32座，橋墩間隔60餘公尺，昔日為遠東第一大橋，往昔曾附設臺灣糖廠的小鐵道，形成汽車及小火車並行特殊景觀。"
參山國家風景區,"臺灣中部氣候宜人、景色秀麗，擁有豐富的自然、人文及產業資源，極具發展觀光潛能，因此交通部觀光局將獅頭山、梨山、八卦山3個省級風景區合併為「參山國家風景區」，其行政區含括新竹、苗栗、臺中、彰化、南投等5縣市18鄉鎮市區，總計面積約77,521公頃，並於民國90年（西元2001年）3月成立「參山國家風景區管理處」，專責轄區觀光旅遊業務。本區饒富多變的地形地貌，高山、湖泊、峽谷、丘陵、瀑布等，造就出令人驚艷的特殊景觀，搭配豐富的動、植物生態，如鳥類、魚類、昆蟲類等，及隨季節更替的花卉與山林景觀，讓本區生意盎然。人文方面，融合客家、閩南、賽夏及泰雅等不同族群，展現多元包容的文化面貌，其所遺留下來的生活文物與傳統習俗，都是極待保存的珍貴資產。此外，歷史悠久的名剎古寺、特色古厝等古蹟建築群，也是本區重要觀光特色，值得細細觀賞、深入瞭解。轄區內除有靜態的景觀、人文之旅外，還有動態的樂活之旅。區內多條步道、自行車道相互串連，不僅是踏青賞景的最佳選擇，也是登山客與車友們的熱門首選，尤其炎炎夏日走在綠蔭相伴的步道內，令人暑氣全消。到了冬天，則是泡湯的好時機，優質的溫泉與設施完善的湯泉會館，是寒冬裡的溫暖享受。本風景區因地理位置佳，氣候條件適宜，擁有優良的土壤、水質，所培育出的農特產，如溫帶水果、高冷蔬菜、茶葉、鱒魚等，鮮甜味美，尤其本區所產的茶更是遠近馳名，從獅頭山的東方美人茶、梨山的高山茶到八卦山的松柏長青茶，一路由北往南茶韻飄香；還有原住民風味餐與客家美食，都是來此必嚐的在地好味道。"
鄞山寺,本廟建於道光二年（1822年），其建築至今始終保有其原貌。鄞山寺是臺灣早期少數閩西汀州在臺八縣移民所建，供奉其原鄉守護神定光古佛，並在寺廟兩廂設有接待同鄉後進抵台住宿用的「汀州會館」，此會館保存迄今已成了臺灣碩果僅存的歷史證物。寺之形勢良好，背山面水。格局為兩殿兩廊兩護式，護室即當成旅舍用途。三川殿面寬三間，深三間，架內二通三瓜，是對稱的棟架。正殿寬同三川，深五間，步口廊置捲棚，架內三通五瓜。
壁山,位於馬祖北竿島的壁山，海拔高度298公尺，是馬祖地區最高的山，也是北竿重要的軍事據點，路途十分崎嶇陡峻，箝制馬祖海域，在最高處設有軍事指揮部。晴朗時從指揮部的眺望台看去，可遠眺莒光及南竿各島、俯瞰后沃、大沃山、塘歧村全景；正前方望去是北竿機場，還能見到獅嶼、大坵、小坵、蚌山、高登島、中島等島嶼。霧季時，濃霧瀰漫，彷彿置身海上仙境。壁山觀景台上有小斜坡，輪椅朋友可以輪至平台上欣賞風光。但圍欄有不小的縫隙，且地勢又高，如帶小朋友前來，請務必慢慢走不奔跑，一定要牽好並留意腳步。
梧棲觀光漁港,梧棲漁港朝向生產、休閒、觀光方向發展，間接帶動港區周邊繁榮的發展，其中休閒動線連成一脈，內部則有漁港景觀、遊憩碼頭，成為中部人們享受海鮮、濱海休閒生活的最好去處。另外區內規劃的設施包含：體能活動區、沙灘排球區、放風箏區、觀海區和野餐區…等等。散步、放風箏、玩飛盤，欣賞碼頭的風光，此外漁市外小吃攤處處林立，也常常吸引不少遠道而來的饕客，目前也有「藍色公路」的海上遊艇提供遊客乘坐。
八里風帆碼頭,「八里風帆碼頭」位於新北市八里區左岸會館旁，2005年9月25日正式啟用。基地面積約2300坪，將結合左岸會館、水筆仔公園與十三行博物館，整體形塑成一條富饒人文風情的「八里左岸藝文帶」。「八里風帆碼頭」為國內第一座專為帆船運動量身打造的河岸碼頭，提供帆船基層選手最佳訓練場地和塑造地方特色。由「聾人戶外畫家協會」的藝術家們，以「光、風、海、力」為題，共同為六座大型風帆地景作畫，希望透過六座大型地景裝飾藝術，突顯公益的精神，亦增添八里風帆碼頭特色。 同時為了突顯「風」的主題，在沿碼頭的岸邊，也點綴配合帆船造型的藝術風車，將整個碼頭妝點成為一座充滿「風之藝術」的新景點。
枕戈待旦紀念公園,南竿福山照壁上的「枕戈待旦」，是馬祖戰地精神的代表。枕戈待旦為一樓高五層的建築物，位於福山公園山頭上，氣勢雄偉，已成為馬祖最顯目的海上地標，遊客乘船進入福澳港口前遠遠地即可見到佇立山坡上「枕戈待旦」四個大字，為先總統蔣公於民國47年(1958)蒞臨馬袓巡視防務時，為嘉勉地區軍民不忘復國之志而親筆所題，經銘刻碑石，與金門太武山上的「毋忘在莒」同享盛名。枕戈待旦紀念碑下的室內展館，需繞道至碑的後方才有無障礙斜坡可進入。
惠蓀林場,"位於南投縣仁愛鄉的惠蓀林場，為中興大學所屬四大林場之一，面積廣達七千公頃，海拔從450公尺至2,420公尺，綿延不斷的森林兼具溫、暖溫、亞熱三帶的不同特色，其間蘊藏豐富多元的動植物生態，北港溪及其支流縱橫交錯，造就了峽谷、瀑布、激流等天然景觀，景色渾然天成。惠蓀擁有大面積的咖啡園，夏秋時結滿纍纍咖啡果實嬌紅欲滴，形成另一種景觀，在群山環抱碧綠草坪上，一面品嚐香醇濃郁的臺灣咖啡，一邊觀景，融入大自然懷抱，忘了塵俗之煩憂。林區四季遊賞路線，規劃有賞鳥區、賞楓區、賞櫻區、賞螢區，可享受森林浴、健行、賞鳥、賞花等樂趣。林間規劃完善的遊憩步道，提供戲水、賞景、賞鳥、健行、森林浴等多項遊憩活動，可以依自己的愛好、時間與體力，選擇不同的步道中體驗自然生態，途中並可認識各種花草植物，聆聽蟲鳴鳥叫，欣賞步道各具特色的景觀，充分享受戶外生活的樂趣。國立中興大學實驗林管理處官網"
澎湖天后宮,位於馬公市中央里的天后宮主祀媽祖，建於明萬曆32年（西元1604年），是全臺灣歷史最悠久的媽祖廟。廟體建築出自唐山名匠之手，有深具藝術造詣的各類建築構建與裝飾，廟中並典藏有現存臺灣最早的古碑—沈有容諭退紅毛番韋麻郎等之碑，陳列於清風閣文物館中供民眾參觀，另有清乾隆皇帝御賜題「與天同功」的金匾可供憑弔，俱為珍貴的歷史文物。
苗栗三義-詩情畫意的木雕藝術城,苗栗縣在「調整觀光行銷策略，創造新興商機」政策方向下，以「讓世界看見苗栗」為目標，推動7大旅遊路線及3大國際觀光軸線，並正以「三義木雕藝術城」為苗栗國際觀光旗艦景區，拔尖推動三義為「臺灣國際觀光的新亮點」。「臺灣三義」以鮮明的木雕藝術主題、臺灣唯一的木雕產業聚落、便捷的交通網絡、國際知名的旅遊景點、多樣有趣的旅遊體驗、熱情好客的旅遊接待及配合度高的觀光投入，持續提升國際觀光服務能力，傳承與創新這一處代表臺灣最重要的觀光寶地，將「木雕產業特色觀光」推廣到全世界。》下載明信片
瓊麻工業歷史展示區,恆春半島炙烈的陽光，及冬季強勁的落山風，都是瓊麻的最愛。瓊麻來自中美洲，1901年由美國領事達文生引進後，50年來恆春半島就成為瓊麻工業的重鎮；但隨著科技的進步，尼龍繩取代了瓊麻繩，使得瓊麻工業如向晚的夕陽一般，空留回憶。歷史展示館位於龍鑾潭南邊，往貓鼻頭的路上，入口處有個瓊麻雕塑作品。展館是閩南式的建築，分為三館，分別展示不同的主題，第一館是蝴蝶館，第二館是貝殼館，第三館就是這裡的主角瓊麻館了，還有視聽解說中心，透過簡報，遊客可以一賭瓊麻工業以往繁榮的盛況。
臺灣玻璃館,為使臺灣本土藝術家有一發展平台，台明將公司拋磚引玉，為臺灣本土藝術家們，提供一個免費展覽之場域，讓在地的玻璃工藝能有一個發揮舞台。位於彰濱工業區的臺灣玻璃館，館內介紹劃分為資訊知性區、工程內裝區、藝術創作區、生活玻璃區、親子體驗等主題區，除了玻璃藝術品外，還有大型的玻璃萬花筒，突破玻璃業傳統的刻板印象，讓人耳目一新，以寓教於樂的方式，使參觀者與玻璃都能有零距離的另類接觸，讓大眾深入了解這個晶瑩剔透的大千世界。
十八尖山,十八尖山自新竹縣北郊迤邐而南，是日治時代所開闢的「森林公園」，略呈「新月形」，蜿蜒約7、8里，恰好環抱新竹市東、南郊。這十八尖山的得名，據云確有18個山頭。最高處是131.79公尺，最低處為50公尺，平均坡度為40%。由於十八尖山沿途遍山茂林，瀝青路面平整，花卉飄香，行進於林蔭道上，空氣清新沁人，已成為新竹市民運動休閒的必經路線之一，近年來市府為了讓市民能夠安心地運動，因此，每天凌晨至上午八點間禁止車輛進入。從新竹高商順著博愛街步行就可上山，最高點有一「介壽亭」，山林內的石觀音，也是觀賞的重點。
天主教玫瑰堂,"位於高雄市苓雅區五福三路的天主教玫瑰堂，建於清咸豐年間俗稱前金天主堂，由李安斯神父主持籌款興建，採哥德式建築，母堂內中央祭臺供奉聖母像，是臺灣第一座天主教堂。這座教堂是清咸豐九年（西元1859年）由西班牙籍傳教士郭德剛(Rev.Terdirand)及洪保祿神父(Rev.Angel Bofurull,o.p.)二位神父來臺灣傳道時所建的，西元1860年改建，並將此堂定名為「玫瑰聖母堂」。民國17年（西元1928年）重建採用文藝復興式風格建築，尤其天花板上的圓拱型裝飾線條，層層分明極富幾何圖案之美。在聖壇上的神龕、神桌具有中國雕刻之工，被認為是臺灣最富裝飾藝術的教堂，頗值得觀賞。現今天主教玫瑰堂為民國20年（西元1931年）完工。"
光榮碼頭,沿著愛河東岸（河東路）往出海口的方向跨過五福路順著海邊路直走即可來到這曾經擔任過保家衛國重責、載送後援物資與服役官兵前往金門、馬祖的駐點13號碼頭，為紀念其光榮歷史，自民國94年（西元2005年）「退役」後，取名為光榮碼頭。
臺灣鹽博物館,位於臺南市七股區鹽埕里的臺灣鹽博物館是目前臺灣唯一有關鹽產業的主題博物館，其興建主要目的是保存臺灣數百年的鹽業文化資產。「鹽」為鹽工汗水與淚水的結晶，鹽堆狀的外型造觀格外有特色，遠望感覺就像兩座白色金字塔矗立在鹽田裡。鹽博物館為四層樓建築，鹽博館東面為廣盈鐘乳石館，北面為鹽工住宅群，西面則為荒廢的機械鹽田，並與七股鹽山遙遙相望。鹽博館正對面為七股鹽場辦公室，周圍設計為綠色草皮以及人工湖、觀景步道。結合鹽山外貌及鹽結晶分字結構為構想，兩座金字塔錐形融入四方體的廠房意向組合，構成鹽博館的造型。建築表面仿粗鹽顆粒的塗料，搭配白色的石英板，塑造白色鹽山的質感。從一樓大廳走進後，首先印入眼簾的是仿造當年「鹽田風光」景緻，一旁也可看到當年運鹽的老舊火車與鐵支路的實物展示，參與體驗特展室的聲光效果，在詼諧生動的對白搭配下，讓人返回四十、五十年代鹽田生活情境裡，更能體會早期鹽工生活的酸甜苦辣面。館內二樓呈現的是臺灣鹽業文化發展的歷史縮影，透過當地耆老與鹽工們口述故事、陳列泛黃的老照片，再到與日常生活有關鹽的各種妙用，都非常適合家長攜帶小朋友在探索館中，透過簡易互動的解說設計方式，讓小朋友得到解答與知識。館內還有仿造重建已被聯合國列為世界遺產的波蘭岩鹽礦區、中國四川井鹽模型，亦能體驗異國風情與文化。當然，除了觀賞鹽的知識外，館中也有各項鹽業文化商品的販售與鹽咖啡，都是值得遊客到此一遊與品嚐。
芝山文化生態綠園,芝山文化生態綠園位於陽明醫院對面，園區內除了有水生池、百年楓香樹等自然景物外，芝山岩展示館一樓設置了360°的環景模型，述說芝山岩與周圍臺北城的發展與地緣關係，並有詳細的文獻資料來介紹芝山岩的人文歷史與自然生態。生態暖房區也培育了許多在地的原生植物，並讓遊客可以透過水族缸，近距離觀察樹蛙等生物。還有考古探坑教室，能讓觀眾參觀現地展示，發現考古發掘的各文化層剖面。這裡也是認識臺北過往文化的歷史生態區。
