,Location,phone,address,ip,webisite
357,鐵堡,0836-25630(南竿遊客中心),連江縣南竿鄉津板路,119.92085/26.142051,http://www.matsu-nsa.gov.tw/User/Attraction-Content.aspx?a=35&lang=1
358,西門紅樓,(02)2311-9380,臺北市萬華區成都路10號,121.50668/25.042119,https://www.redhouse.taipei/index.aspx
359,國立臺灣博物館,(02)2382-2699,臺北市中正區襄陽路2號,121.51500/25.043301,https://www.ntm.gov.tw/
360,參山國家風景區-獅山遊客中心,03-580-9296,新竹縣峨眉鄉七星村六寮60-8號,121.02448/24.65552,https://www.trimt-nsa.gov.tw/
361,東豐自行車綠廊,04-2515-2575,臺中市石岡區石城街1號,120.77902/24.275810,https://travel.taichung.gov.tw/zh-tw/Attractions/Intro/130/
362,臺南天壇,06-222-7983,臺南市中西區忠義路二段84巷16號,120.20417/22.993767,https://www.twtainan.net/zh-tw/Attractions/Detail/710/
363,西拉雅國家風景區-中埔遊客中心,05-253-0053,嘉義縣中埔鄉同仁1-9號,120.51177/23.400971,https://www.siraya-nsa.gov.tw/MainWeb/main.aspx?L=1
364,八二三戰史館,082-313-100,金門縣金湖鎮安民村1之11號,118.4324/24.44318,http://www.kmnp.gov.tw/playstation/info/19
365,衛武營國家藝術文化中心,Oops!,花蓮縣瑞穗鄉,121.41133/23.520561,Oops!
366,淡水紅樹林自然保留區,02-2720-8889,新北市淡水區,121.45531/25.15455,http://tour.ntpc.gov.tw/zh-tw/Attraction/Detail?wnd_id=60&id=109656
367,花蓮瑞穗-養生溫泉泛舟樂、茶香乳香咖啡香,07-262-6666,高雄市鳳山區三多一路1號,120.34221/22.624172,https://www.npac-weiwuying.org/index
368,三貂角,02-2499-1210,新北市貢寮區,122.00146/25.01010,https://www.necoast-nsa.gov.tw/Area-Content.aspx?a=154&l=1
369,順承門,(06)921-6521,澎湖縣馬公市中山路（馬公商港旁）,119.56223/23.563086,https://www.penghu-nsa.gov.tw/TravelInformationSceneryDetailC001200.aspx?Cond=4bda9781-612a-407d-a33d-9cbe86f6f655&language=1028&SearchAdvanced=false
370,臺北植物園,(02)2303-9978,臺北市中正區南海路53號,121.51019/25.031211,https://tpbg.tfri.gov.tw/
371,烏山頭水庫風景區（珊瑚潭）,(06)698-2103,臺南市官田區嘉南里68-2號,120.36833/23.202222,https://www.siraya-nsa.gov.tw/MainWeb/article.aspx?L=1&SNO=04000671
372,洲仔溼地公園,07-582-2371,高雄市左營區翠華路,120.29872/22.682366,http://khh.travel/Article.aspx?a=6231&l=1
373,尖山埤江南渡假村,(06)623-3888,臺南市柳營區旭山里60號,120.38972/23.261111,https://www.siraya-nsa.gov.tw/MainWeb/article.aspx?L=1&SNO=04000668
374,邱良功母節孝坊,082-325-643,金門縣金城鎮莒光路一段,118.31854/24.431417,http://kinmen.travel/zh-tw/travel/attraction/397
375,東嶽殿,06-220-2322,臺南市中西區民權路一段110號,120.20932/22.990519,https://www.twtainan.net/zh-tw/Attractions/Detail/709/
376,新光兆豐休閒農場,(03)877-2666,花蓮縣鳳林鎮永福街20號,121.46195/23.802444,https://www.erv-nsa.gov.tw/zh-tw/attractions/detail/35
377,臺北小巨蛋,02-2578-3536,臺北市松山區南京東路四段2號,121.54956/25.051259,https://www.arena.taipei/Default.aspx
378,大溪蜜月灣,(03)978-0727(大里遊客中心),宜蘭縣頭城鎮,121.88575/24.932883,https://www.necoast-nsa.gov.tw/Attraction-Content.aspx?a=272&l=1
379,恆春生態農場,(08)889-2633,屏東縣恆春鎮山腳里山腳路28-5號,120.75976/21.992914,Oops!
380,武荖坑風景區,(03)995-2852,宜蘭縣蘇澳鎮武荖坑路75號,121.81277/24.613395,http://travel.yilan.tw/zh-tw/attraction/details/3
381,臺灣地理中心碑,049-222-2106,南投縣埔里鎮中山路一段421號,120.97969/23.973837,https://www.sunmoonlake.gov.tw/zh-tw/attractions/detail/213
382,臺北故事館,02-2586-3677,臺北市中山區中山北路三段181-1號,121.52463/25.073131,http://www.storyhouse.com.tw/main/modules/MySpace/index.php
383,劍湖山世界主題樂園,(05)582-5789,雲林縣古坑鄉大湖口67號,120.57833/23.617947,http://fancyworld.janfusun.com.tw/index.aspx
384,花露休閒農場,04-2589-1589,苗栗縣卓蘭鎮西坪里西坪43-3號,120.82616/24.332778,https://www.flowerhome.com.tw/
385,黃金博物館,(02)2496-2800,新北市瑞芳區金瓜石金光路8號,121.85625/25.108349,http://www.gep.ntpc.gov.tw
386,內雙溪自然中心藥用植物園,04-2635-2411,臺中市龍井區國際街,120.59567/24.18745,https://travel.taichung.gov.tw/zh-tw/Attractions/Intro/751/
387,東海藝術街商圈,02-2759-3001轉3312,臺北市士林區至善路三段150巷27號,121.57711/25.115513,https://www.shiaushitou.taipei/Default.aspx
388,十八羅漢山,07-688-1001(寶來遊客中心),高雄市六龜區台27甲線,120.63457/22.944361,http://www.maolin-nsa.gov.tw/user/Article.aspx?Lang=1&SNo=04000076
389,臺南安平-臺灣之名源自安平,06-228-1382（安平旅遊資訊中心）,臺南市安平區,120.16062/23.001509,Oops!
390,華山休閒農業區,05-590-0058,雲林縣古坑鄉華山村41號,120.59722/23.594848,https://tour.yunlin.gov.tw/tw/index.asp?au_id=69&sub_id=101&id=262
391,臺灣烏腳病醫療紀念館,06-786-2012,臺南市北門區永隆里27號,120.12371/23.269598,http://www.blackfoot.org.tw/intro/index.html
392,白楊步道,(03)862-1100~6,花蓮縣秀林鄉,121.47779/24.179142,http://www.taroko.gov.tw/zh-tw/Tourism/TrailDetail?id=39
393,清泉風景特定區,(03)585-1001,新竹縣五峰鄉清石道路,121.10410/24.575373,http://travel.hsinchu.gov.tw/Article/Details/8A78D4B5-477D-400B-97F3-42BEF755A477?collectionid=F60F0F0D-56DA-4995-8879-2CF3FED7AD88
394,高雄巨蛋,07-974-9888,高雄市左營區博愛二路757號,120.30306/22.670024,http://www.k-arena.com.tw/
395,七股海產街,(06)787-2611,臺南市七股區,120.11378/23.138180,https://swcoast-nsa.travel/zh-tw/attraction/details/81
396,日月潭文武廟,(049)285-5122,南投縣魚池鄉中正路63號,120.92755/23.869967,https://www.sunmoonlake.gov.tw/zh-tw/attractions/detail/33
397,澎湖國家風景區-澎湖遊客中心,06-785-0355,臺南市北門區三寮灣127-3號,120.11170/23.238274,https://www.twtainan.net/zh-tw/Attractions/Detail/467/
398,東隆文化中心,06-921-6445,澎湖縣馬公市光華里171號,119.60670/23.556002,https://www.penghu-nsa.gov.tw/TravelInformationSceneryDetailC001200.aspx?Cond=4456041f-2623-461c-aa22-435b7038968c&SortType=1&SearchAdvanced=False&Language=1028
399,太魯閣國家公園-合歡山管理站,(042)599-1195,南投縣仁愛鄉榮星村松原巷11號,121.28712/24.162132,https://www.taroko.gov.tw/
400,尖石巨木群,03-584-1001(尖石鄉公所),新竹縣尖石鄉,121.20481/24.707412,http://travel.hsinchu.gov.tw/Article/Details/02EC3A00-131F-4620-B105-147BA098F9F0?collectionid=3D589A29-E58B-45C3-9861-1718A8963739
401,田中森林公園,(049)258-0525,彰化縣田中鎮中南路二段,120.61196/23.853062,https://www.trimt-nsa.gov.tw/areadetail?id=157
402,玉山國家公園-梅山遊客中心,07-686-6181,高雄市桃源區梅山里梅山巷44-5號,120.82581/23.263801,http://www.ysnp.gov.tw
403,光華觀光夜市,07-725-7055,高雄市苓雅區光華二路與三多二路口,120.31764/22.61823,http://khh.travel/Article.aspx?a=6336&l=1
404,臺中大甲-名列世界慶典的媽祖文化,04-2687-2101,臺中市大甲區,120.62246/24.349083,http://www.dajia.taichung.gov.tw/
405,裡冷部落,02-2316-1000,臺北市中正區長沙街一段2號,121.51081/25.039994,https://www.drnh.gov.tw/
406,國史館,(02)2498-5900(金寶山),新北市金山區西勢湖18號,121.60176/25.248151,http://www.northguan-nsa.gov.tw/user/Article.aspx?Lang=1&SNo=04002750
407,鄧麗君墓園(筠園),04-2594-1501,臺中市和平區裡冷,120.95177/24.165849,http://travel.taichung.gov.tw/zh-tw/Attractions/Intro/736/
408,八卦山大佛風景區,(03)332-2101,桃園市桃園區公園路,121.33039/25.001397,http://travel.tycg.gov.tw/zh-tw/Travel/Attraction/1009
409,虎頭山公園,04-722-2290,彰化縣彰化市卦山路8-1號,120.54882/24.078487,https://www.trimt-nsa.gov.tw/areadetail?id=756
410,雲仙樂園,(02)2661-6383,新北市烏來區瀑布路1-1號,121.55391/24.845201,http://www.yun-hsien.com.tw
411,日月潭伊達邵,(049)285-0660,南投縣魚池鄉,120.92946/23.848909,https://www.sunmoonlake.gov.tw/zh-tw/attractions/detail/69
412,元亨寺,07-521-3236,高雄市鼓山區元亨街7號,120.27796/22.639314,http://khh.travel/Article.aspx?a=6376&l=1
413,臺北當代藝術館,02-2552-3721,臺北市大同區長安西路39號,121.51887/25.050477,http://www.mocataipei.org.tw
414,金門金城-後浦古樸文化,082-318-823,金門縣金城鎮莒光路,118.31693/24.432731,Oops!
415,國立臺灣科學教育館,02-6610-1234,臺北市士林區士商路189號,121.51584/25.095885,https://www.ntsec.gov.tw/
416,富貴角,(02)8635-5100,新北市石門區楓林路,121.53759/25.298401,http://www.northguan-nsa.gov.tw/user/Article.aspx?Lang=1&SNo=04002492
417,東部海岸國家風景區-花蓮遊客中心,(03)867-1326,花蓮縣壽豐鄉鹽寮村大坑5號,121.60298/23.904306,http://www.eastcoast-nsa.gov.tw
418,白沙岬燈塔,03-473-2249,桃園市觀音區新坡下16號,121.0763/25.04158,https://lighthouse.motcmpb.gov.tw/lighthouse_3_29.html
419,布袋觀光漁市,06-221-4647,臺南市中西區南門路2號,120.20430/22.990444,https://www.twtainan.net/zh-tw/Attractions/Detail/800/
420,臺南孔廟,05-347-4136,嘉義縣布袋鎮中山路3號,120.15556/23.379479,https://swcoast-nsa.travel/zh-tw/attraction/details/47
421,小叮噹科學主題樂園,(03)559-2132,新竹縣新豐鄉康和路199號,120.98003/24.869211,http://www.ding-dong.com.tw
422,高雄都會公園,07-365-6103,高雄市楠梓區德民路24號,120.31583/22.733044,http://khh.travel/Article.aspx?a=6874&l=1
423,林本源園邸(板橋林家花園),(02)2965-3061~3,新北市板橋區西門街9號,121.45459/25.011116,http://www.linfamily.ntpc.gov.tw/
424,香格里拉樂園,(037)561-369,苗栗縣造橋鄉乳姑山15-3號,120.84099/24.626828,https://miaolitravel.net/article.aspx?sNo=04004639
425,鐵砧山風景特定區,(04)2687-4543,臺中市大甲區成功路87號,120.65003/24.359233,http://travel.taichung.gov.tw/zh-tw/Attractions/Intro/90/
426,921地震教育園區,04-2339-0906,臺中市霧峰區新生路192號,120.69962/24.042260,Oops!
427,馬祖國家風景區,0836-25631,連江縣南竿鄉仁愛村95-1號,119.92744/26.141685,http://www.matsu-nsa.gov.tw
428,初鹿牧場,(089)571-002,臺東縣卑南鄉明峰村牧場1號,121.10830/22.866086,https://www.erv-nsa.gov.tw/zh-tw/attractions/detail/8
429,爺亨梯田,(03)332-2101,桃園市復興區爺亨道路,121.37355/24.674718,http://travel.tycg.gov.tw/zh-tw/Travel/Attraction/1019
430,臺北二二八和平公園,02-2389-7228,臺北市中正區凱達格蘭大道3號,121.51561/25.040271,Oops!
431,雪霸國家公園-武陵遊客中心,(04)2590-1350,臺中市和平區武陵路4號,121.30997/24.352002,https://www.spnp.gov.tw/
432,日月潭拉魯島,(049)285-5668,南投縣魚池鄉拉魯島,120.91111/23.855556,https://www.sunmoonlake.gov.tw/zh-tw/attractions/detail/56
433,黑面琵鷺保護區,06-788-1180#204（黑面琵鷺生態展示館）,臺南市七股區十份里海埔47號,120.05309/23.079186,https://www.twtainan.net/zh-tw/Attractions/Detail/473
434,白米甕砲臺 (荷蘭城),02-2428-7664(基隆市旅遊服務中心),基隆市中山區光華路37巷,121.74304/25.155559,https://tour.klcg.gov.tw/zh/attractions/forts/%E7%99%BD%E7%B1%B3%E7%94%95%E7%A0%B2%E5%8F%B0-%E8%8D%B7%E8%98%AD%E5%9F%8E/
435,8大森林樂園,(08)789-8822,屏東縣潮州鎮潮州路800號,120.55552/22.548946,Oops!
436,朱銘美術館,(02)2498-9940,新北市金山區西勢湖2號,121.61126/25.246268,https://www.juming.org.tw/mainssl/modules/MySpace/index.php?sn=ec&pg=ZC54889
437,臺北偶戲館,02-2528-9553,臺北市松山區市民大道五段99號2樓,121.56133/25.047746,https://www.pact.taipei/index.aspx
438,臺北市立天文科學教育館,(02)2831-4551,臺北市士林區基河路363號,121.51832/25.095592,http://www.tam.gov.taipei
439,萊萊,02-2499-1210(福隆遊客中心),新北市貢寮區蓬萊街,121.99251/24.999849,https://www.necoast-nsa.gov.tw/Area-Content.aspx?a=155&l=1
440,援中港濕地公園,07-591-0631,高雄市楠梓區堤防道,120.25875/22.721083,https://khh.travel/Article.aspx?a=6462&l=1&stype=1057&sitem=4081
441,霞喀羅國家步道,03-522-4163,新竹縣五峰鄉清石道路,121.10826/24.571022,https://recreation.forest.gov.tw/Trail/RT?typ=3&tr_id=026
442,龍潭觀光大池,(03)332-2101,桃園市龍潭區龍元路,121.20891/24.863394,http://travel.tycg.gov.tw/zh-tw/Travel/Attraction/332
443,燕子口,(03)862-1100~6,花蓮縣秀林鄉,121.56444/24.172959,http://www.taroko.gov.tw/zh-tw/Tourism/AttractionDetail?id=29
444,參山國家風景區-南庄遊客中心,(037)824-570,苗栗縣南庄鄉東村大同路43號,120.99922/24.598146,https://www.trimt-nsa.gov.tw/
445,頑皮世界野生動物園,06-781-0000,臺南市學甲區三慶里6鄰頂洲75-25號,120.20947/23.281004,http://2017.wanpi.tw/
446,南化水庫,(06)577-2896,臺南市南化區玉山里139號,120.53678/23.086303,https://www.twtainan.net/zh-tw/Attractions/Detail/623/
447,布袋鹽場,05-347-3380,嘉義縣布袋鎮新厝仔13號,120.16863/23.381454,https://swcoast-nsa.travel/zh-tw/attraction/details/41
448,基隆燈塔,Oops!,基隆市中山區光華路,121.74775/25.15542,https://lighthouse.motcmpb.gov.tw/lighthouse_3_27.html
449,霧鹿峽谷(天龍吊橋),089-551-637,臺東縣海端鄉台20線323公里,121.03950/23.174393,http://www.erv-nsa.gov.tw/user/Article.aspx?Lang=1&SNo=03000155
450,林安泰古厝民俗文物館,02-2599-6026,臺北市中山區濱江街5號,121.53029/25.071747,https://linantai.taipei/Default.aspx
451,全球北回歸線標誌第十處,(05)229-4593,嘉義市西區博愛路與世賢路口,120.42613/23.466307,Oops!
452,高雄市立電影館,(07)551-1211,高雄市鹽埕區河西路10號,120.28898/22.622758,http://khh.travel/Article.aspx?a=6422&l=1
453,半屏湖溼地公園,07-582-2371,高雄市左營區半屏山後巷,120.31305/22.696052,http://khh.travel/Article.aspx?a=6230&l=1
454,鹽水武廟,06-652-1264,臺南市鹽水區武廟路87號,120.26577/23.323823,https://www.twtainan.net/zh-tw/Attractions/Detail/493/
455,泰雅渡假村,(049)246-1311,南投縣國姓鄉北港村北原路56-2號,120.94204/24.067120,http://www.atayal.com.tw
456,日月潭涵碧步道,(049)285-5668,南投縣魚池鄉涵碧步道,120.90869/23.862239,https://www.sunmoonlake.gov.tw/zh-tw/attractions/detail/81
457,遠雄海洋公園,(03)812-3199,花蓮縣壽豐鄉鹽寮村福德189號,121.60337/23.901341,http://www.farglory-oceanpark.com.tw/
458,火炎山自然保留區,037-878-851(火炎山森林生態教育館),苗栗縣三義鄉、苑裡鎮交界,120.77283/24.414918,Oops!
459,國家文創禮品館,(02)2393-3655,臺北市中正區徐州路1號,121.51902/25.041949,https://www.giftcenter.tw/zh-tw/
460,花東縱谷國家風景區-鹿野遊客中心,089-551-637,臺東縣鹿野鄉永安村高台路46號,121.12498/22.924001,http://www.erv-nsa.gov.tw
461,國聖港燈塔,Oops!,臺南市七股區國聖港,120.03585/23.100687,https://lighthouse.motcmpb.gov.tw/lighthouse_3_9.html
462,臺北探索館,(02)2757-4547,臺北市信義區市府路1號,121.56378/25.037525,https://discovery.gov.taipei/
463,小墾丁渡假村,(08)880-2880,屏東縣滿州鄉滿州村中山路205號,120.83626/22.026601,http://www.kentington.com.tw
464,陽明書屋,(02)2861-1444,臺北市北投區中興路12號,121.54118/25.163098,https://www.travel.taipei/zh-tw/attraction/details/27
465,武陵國家森林遊樂區,(04)2590-1020,臺中市和平區武陵路3號,121.30964/24.34788,https://recreation.forest.gov.tw/Forest/RA?typ=0&typ_id=0300001
466,臺東森林公園,(089)325-301,臺東縣臺東市華泰路300號,121.15888/22.76342,https://tour.taitung.gov.tw/zh-tw/attraction/details/454
467,九曲巷,04-777-2006,彰化縣鹿港鎮金盛巷,120.43502/24.053459,http://tourism.chcg.gov.tw/AttractionsContent.aspx?id=143&chk=54c802d7-4beb-4025-b018-dfeb791f398e&param=pn=1&l=CH
468,林投公園,(06)921-6521,澎湖縣湖西鄉林投村,119.64217/23.561856,https://www.penghu-nsa.gov.tw/TravelInformationSceneryDetailC001200.aspx?Cond=93555fb4-78e6-4771-8fbb-03a7f9c11149&SortType=1&SearchAdvanced=False&Language=1028
469,自來水園區-自來水博物館,(02)8733-5678,臺北市中正區思源街1號,121.53002/25.012530,https://waterpark.water.gov.taipei/Default.aspx
470,金樽遊憩區,089-841520,臺東縣東河鄉台11線約148公里處,121.27990/22.945168,http://www.eastcoast-nsa.gov.tw/zh-tw/Attractions/Detail/16
471,蘇澳燈塔,Oops!,宜蘭縣蘇澳鎮北方澳鼻,121.88478/24.59989,https://lighthouse.motcmpb.gov.tw/lighthouse_3_24.html
472,利吉惡地,089-551-637,臺東縣卑南鄉利吉村,121.13812/22.815453,http://www.erv-nsa.gov.tw/user/Article.aspx?Lang=1&SNo=03000059
473,好美寮自然保護區,05-347-5979,嘉義縣布袋鎮好美里,120.13124/23.363065,https://swcoast-nsa.travel/zh-tw/attraction/details/46
474,影像博物館,03-528-5840~2,新竹市東區中正路65號,120.96968/24.804964,"https://culture.hccg.gov.tw/ch/home.jsp?id=147&parentpath=0,145"
475,馬武督探索森林,03-547-8645,新竹縣關西鎮錦山里12鄰138-3號,121.27170/24.769269,http://www.discovery-forest.com.tw/
476,富貴角燈塔,02-2841-2611,臺北市士林區至善路二段282號,121.55157/25.100903,http://www.museum.org.tw
477,順益臺灣原住民博物館,Oops!,新北市石門區楓林路,121.53665/25.298555,https://lighthouse.motcmpb.gov.tw/lighthouse_3_25.html
478,忠孝觀光夜市,07-799-5678(高雄市政府觀光局),高雄市苓雅區忠孝二路與苓雅一路口,120.30797/22.620277,http://khh.travel/Article.aspx?a=6337&l=1
479,九九峰自然保留區,049-236-5226,南投縣草屯鎮,120.77168/23.994339,https://conservation.forest.gov.tw/0000127
480,關山親水公園,089-551-637,臺東縣關山鎮鎮隆盛路1號,121.17388/23.04025,http://www.erv-nsa.gov.tw/user/Article.aspx?Lang=1&SNo=03000157
481,宜蘭昭應宮,(03)935-3536,宜蘭縣宜蘭市中山路三段106號,121.75273/24.757674,http://travel.yilan.tw/zh-tw/attraction/details/416
482,清泉溫泉,(082)313-100,金門縣金湖鎮玉章路,118.41785/24.461369,https://kinmen.travel/zh-tw/travel/attraction/499
483,太武山,(03)585-1001,新竹縣五峰鄉清石道路,121.10410/24.575373,http://travel.hsinchu.gov.tw/Article/Details/17D16D8E-38EC-4A35-BCD4-5E72787128D3?collectionid=F60F0F0D-56DA-4995-8879-2CF3FED7AD88
484,仁義潭水庫,(05)276-9625,嘉義縣番路鄉,120.50225/23.461,https://www.tbocc.gov.tw/SightLib/Sight_Detail.aspx?id=b3ee56f1-63d3-e411-a5d3-e4115b13f301&page=1&&SearchPagSize_Data=10&SearchDisplay=close&SelectData_KeyWord=all&SelectData_Place=80888a05-b6c7-e411-9805-e4115b13f301&SelectData_SightClass=all&lang=tw
485,新客家文化園區,07-316-5666,高雄市三民區同盟二路215號,120.29577/22.650598,http://khh.travel/Article.aspx?a=6208&l=1
486,大坡池,089-551637,臺東縣池上鄉 (臺9線322K東側轉入),121.22503/23.11873,http://www.erv-nsa.gov.tw/user/Article.aspx?Lang=1&SNo=03000162
487,太平洋公園,03-832-2141,花蓮縣花蓮市海濱街,121.60941/23.966327,http://tour-hualien.hl.gov.tw/POI/209
488,鰲鼓溼地,05-360-1801,嘉義縣東石鄉鰲鼓村,120.11924/23.506427,https://swcoast-nsa.travel/zh-tw/attraction/details/36
489,利稻,089-551-637,臺東縣海端鄉,121.02301/23.187017,https://tour.taitung.gov.tw/zh-tw/attraction/details/216
490,民俗文物館,08-3625630(南竿遊客中心),連江縣南竿鄉文化路,119.93440/26.149852,http://www.matsu-nsa.gov.tw/User/Attraction-Content.aspx?a=36&lang=1
491,新竹州廳(新竹市政府),03-531-9756(新竹市文化局),新竹市北區中正路120號,120.96884/24.806713,http://view.boch.gov.tw/NationalHistorical/ItemsPage.aspx?id=61
492,嘉義市立博物館,(05)278-0303,嘉義市東區忠孝路275-1號,120.45152/23.486985,http://www.cabcy.gov.tw/web/Museum/
493,臺北市立美術館,(02)2595-7656,臺北市中山區中山北路三段181號,121.52468/25.072631,https://www.tfam.museum/index.aspx?ddlLang=zh-tw
494,三貂角燈塔,02-24991300,新北市貢寮區福連村馬崗街38號,122.00156/25.00847,https://lighthouse.motcmpb.gov.tw/lighthouse_3_17.html
495,雲台山,08-3625630(南竿遊客中心),連江縣南竿鄉中央大道,119.92350/26.150353,http://www.matsu-nsa.gov.tw/User/Attraction-Content.aspx?a=581&lang=1
496,石門古戰場,08-732-0415,屏東縣車城鄉縣道199線,120.76145/22.112495,https://www.dbnsa.gov.tw/Scenery-Content.aspx?lang=1&sno=04006733
497,鹿谷鄉農會茶葉文化館,049-275-1962,南投縣鹿谷鄉中正路一段231號,120.75699/23.741304,http://travel.nantou.gov.tw/detail.aspx?type=scenic&id=229
498,金門慈湖慈堤,(082)313-100,金門縣金寧鄉慈湖路三段,118.30140/24.463039,https://kinmen.travel/zh-tw/travel/attraction/508
499,鳳凰谷鳥園生態園區,049-275-0974,南投縣鹿谷鄉鳳凰村仁義路1-9號,120.79213/23.729885,http://travel.nantou.gov.tw/detail.aspx?type=scenic&id=265
500,碧山巖開漳聖王廟,02-2790-0657,臺北市內湖區碧山路24號,121.58765/25.097294,https://www.travel.taipei/zh-tw/attraction/details/67
501,理學堂大書院(牛津學堂),(02)2621-2121,新北市淡水區真理街32號(真理大學),121.43448/25.17602,https://www.travel.taipei/zh-tw/attraction/details/125
502,臺北霞海城隍廟,(02)2558-0346,臺北市大同區迪化街一段61號,121.51008/25.055568,https://www.travel.taipei/zh-tw/attraction/details/69
503,靜思精舍,(03)826-6779,花蓮縣新城鄉康樂村精舍街88巷1號,121.60146/24.054651,https://tour-hualien.hl.gov.tw/POI/47
504,東引島燈塔,0836-77037,連江縣東引鄉樂華村169號,120.51056/26.36578,https://lighthouse.motcmpb.gov.tw/lighthouse_3_32.html
505,大肚溪口野生動物保護區,04-2515-2585,臺中市龍井區,120.52190/24.179918,http://conservation.forest.gov.tw/0000137
506,風櫃洞,(06)921-6521,澎湖縣馬公市風櫃里,119.54373/23.537891,https://www.penghu-nsa.gov.tw/TravelInformationSceneryDetailC001200.aspx?Cond=c4139bcf-f1d4-4b50-919f-3afaeafd5f3a&language=1028&SearchAdvanced=false
507,目斗嶼,(06)993-3082,澎湖縣白沙鄉目斗嶼,119.60042/23.786306,https://www.penghu-nsa.gov.tw/TravelInformationSceneryDetailC001200.aspx?Cond=59016d36-54d4-4bc1-8230-e73731dc348d&language=1028&SearchAdvanced=false
508,奇萊鼻燈塔,Oops!,花蓮縣花蓮市華東路,121.64389/24.01594,https://lighthouse.motcmpb.gov.tw/lighthouse_3_19.html
509,石岡水壩,04-2572-2511(臺中市石岡區公所),臺中市石岡區豐勢路,120.76949/24.281482,http://travel.taichung.gov.tw/zh-tw/Attractions/Intro/82/
510,塭子頭紅樹林生態保護區,037-462-101,苗栗縣竹南鎮明勝路(五福大橋下),120.84343/24.666496,Oops!
511,松柏嶺森林公園,(049)273-2116,南投縣名間鄉名松路二段181號,120.63599/23.833922,http://travel.nantou.gov.tw/detail.aspx?type=scenic&id=306
512,嘉義市立文化中心,(05)278-8225,嘉義市東區忠孝路275號,120.45233/23.487285,http://www.cabcy.gov.tw/
513,錦屏溫泉,03-584-1001(尖石鄉公所),新竹縣尖石鄉錦屏村,121.22188/24.687752,http://travel.hsinchu.gov.tw/Article/Details/4383236E-670D-416E-994F-B6CD74803B95?collectionid=3D589A29-E58B-45C3-9861-1718A8963739
514,仁山植物園,(03)958-5991,宜蘭縣冬山鄉新寮路500號,121.75920/24.625174,http://renshan.e-land.gov.tw
515,參山國家風景區-松柏嶺遊客中心,(049)258-0525,南投縣名間鄉名松路二段181號,120.63599/23.833922,https://www.trimt-nsa.gov.tw/
516,玉山國家公園-南安遊客中心,03-888-7560,花蓮縣卓溪鄉卓清村83-3號,121.25843/23.301809,http://www.ysnp.gov.tw
517,芳苑燈塔,04-893-1073,彰化縣芳苑鄉王功村漁港七路146號,120.32416/23.971129,https://lighthouse.motcmpb.gov.tw/lighthouse_3_3.html
518,東莒島燈塔,0836-88283,連江縣莒光鄉福正村56之1號,119.99057/25.963987,https://lighthouse.motcmpb.gov.tw/lighthouse_3_2.html
519,松山文創園區,02-2765-1388,臺北市信義區光復南路133號,121.55932/25.043707,https://www.songshanculturalpark.org/
520,世界宗教博物館,(02)8231-6118,新北市永和區中山路一段236號7樓,121.50784/25.008117,http://www.mwr.org.tw
521,陽明海洋文化藝術館,02-2421-5681,基隆市仁愛區港西街4號,121.74007/25.132646,http://www.ocam.org.tw/
522,半邊井,04-777-2006,彰化縣鹿港鎮瑤林街12號,120.43299/24.056022,http://tourism.chcg.gov.tw/AttractionsContent.aspx?id=144&chk=39faddf0-c42e-4fd3-bd61-32a8202bf77e&param=pn=1&l=CH
523,嘉義市史蹟資料館,05-277-0518,嘉義市東區公園街42號,120.46776/23.481179,https://travel.chiayi.gov.tw/travel-content?id=50
524,吳沙故居,(03)988-1311,宜蘭縣礁溪鄉北門巷39號,121.75906/24.788504,https://travel.yilan.tw/zh-tw/attraction/details/73
525,彰化孔子廟,04-723-6746,彰化縣彰化市孔門路30號,120.54352/24.078519,http://tourism.chcg.gov.tw/AttractionsContent.aspx?id=22&chk=f0f97bd8-a457-499a-b869-614c9aa68709&param=pn=1&l=CH
526,麻豆代天府,06-572-2133,臺南市麻豆區南勢里關帝廟60號,120.26043/23.190226,https://www.twtainan.net/zh-tw/Attractions/Detail/479/
527,八通關古道,049-277-3121,南投縣信義鄉,121.24796/23.323745,https://www.ysnp.gov.tw/page.aspx?path=635&2
528,高雄市天文教育館,(07)813-1506(港和國小),高雄市小港區平和南路300號,120.3376/22.567914,http://khh.travel/Article.aspx?a=6221&l=1
529,蕃薯寮,03-867-1326,花蓮縣壽豐鄉,121.55583/23.746944,http://www.eastcoast-nsa.gov.tw/zh-tw/Attractions/Detail/8
530,東河休閒農場,089-891-193,臺東縣東河鄉67號,121.29994/23.074396,https://www.eastcoast-nsa.gov.tw/zh-tw/consume/detail/623
531,琉球嶼燈塔(白燈塔),Oops!,屏東縣琉球鄉忠孝路觀日公園,120.36653/22.32883,https://lighthouse.motcmpb.gov.tw/lighthouse_3_21.html
532,嵵裡沙灘,(06)921-6521,澎湖縣馬公市嵵裡里,119.56751/23.525743,https://www.penghu-nsa.gov.tw/TravelInformationSceneryDetailC001200.aspx?Cond=c11dd66f-a540-4ad3-ba2d-32f694c8bb69&language=1028&SearchAdvanced=false
533,日月潭慈恩塔,(049)285-0289,南投縣魚池鄉,120.92084/23.842025,https://www.sunmoonlake.gov.tw/zh-tw/attractions/detail/91
534,牛軋糖博物館,02-2268-7222,新北市土城區自強街31-2號,121.43259/24.972443,http://www.9420.com.tw/museum/te/homepage/te_homepage.html
